,id,query,median_relevance,relevance_variance,product
5592,17967,yoga mat,3,0.471,zon exercise mat design provide comfortable workout zon exercise mat provide extra cushioning foot need exercise durable foam mat provide enjoyable foundation pilates routine stretching floor exercise
5593,17968,plantronic cord headset,4,0.0,plantronics audio 655 usb stereo cord headset 10 pack plantronics audio 655 usb 10 pack brand new include year warrantywith dual 40 mm speaker deliver rich range digital sound audio 655 offer exceptional performance pc audio need lightweight design pillow soft ear cushion comfort need music gaming noise cancel microphone adjustable boom provide clear conversation distraction let crisp sound internet call 655 usb feature mute adjustable microphone boom precise positioning noise cancel microphone usb enhance digital sound quality usb connection dual earpiece adjustable headband head headset internet call optimize skype windows live yahoo messenger supersoft ear cushions plug play sound isolating earpiecesminimize ambient noise digital stereo performance plantronics audio 655 usb 10 pack brand new include year warranty
5594,17969,pot pan set,4,0.471,texsport person heavy duty aluminum cook set camp comfort 4 person heavy duty aluminum cooking kit kit feature fry pan plate stew pot cook pot coffee pot plastic cup salt pepper shaker cook set piece nest compactly measure 9.5 inch wide x 9.5 inch long x 6.75 inch deep model number 13160 include 6 quart stew pot 1.5 quart cook pot 6 cup coffee pot lid 9 inch fry pan detachable insulate handle 7.5 inch plastic soup plate 8 ounce plastic cup
5595,17971,workout clothe woman,2,0.471,['']
5596,17972,cocoa butter,1,0.0,c9 champion men golf short assorted colors c9 champion ® athletic wear deliver comfort technology durability pace active lifestyle c9 ® fitness wear come performance level help meet fitness goal active advanced premium duo dry ® technology wick sweat away fast stretch fabric move c9 workout clothing shield wind water uv ray come variety style color value will sweat challenge c9
5597,17974,double stroller,4,0.0,tike tech city x3 swivel double stroller pacific blue tike tech city x3 swivel double stroller pacific bluesidewalks gravel road narrow street meet match tike tech cityx3 swivel double stroller let stand way 12 inch swivel wheel quick fold design lightweight oval shape frame double stroller sure sleek thank modern design smooth strolling!why love arm break stroll easily!feature 12 wide track swivel wheel removable multi position canopy adjustable drop visor large moon roof cover quick 1 step fold design stain resistant fully padded seat low ride recline pad seat seat support removable rear seat cover 1 touch 1 clip recline system 2 interior mesh pocket mesh pocket seat large seat basketweight limit 10
5598,17979,micro usb hdmi,4,0.0,['']
5599,17981,tv,4,0.0,samsung un22d5003 22 samsung un22d5003 lead tv let clear motion rate cmr 120 deliver fast move image outstanding clarity connectshare jpeg allow easily connect mp3 player digital camera tv share music video photo simply connect digital device enjoy factory refurbish product return service center restore meet manufacturer quality standard limited sign use carry manufacturer warranty manual software include usually download manufacturer item original manufacturer box repackage protection shipping
5600,17983,toddler sandal,4,0.471,['']
5601,17984,sunglass polarize,3,0.0,coleman streamliner half shield frame sunglasses item 16614116 half frame coleman streamliner sunglass smoke color tac lense non slip nose temple pad plus anti glare polarize high definition lightweight versatile shield frame offer streamlined fit outdoor wear opciones de colore shiny black frame smoke lens estilo deportivo modelo c6031 c1 montura plástico lentes lentes polarizada smoke protección 100 por ciento de protección contra los rayos uva uvb patillas non slip temple pad day comfort puente de la nariz non slip nose pad maximum comfort colección de gafas coleman medidas 89 mm x 20 mm x 152 mm
5602,17990,cast iron skillet,4,0.0,"lodge cast iron seasoned steel skillet 10 fry pans skillets heavy gauge lodge season carbon steel skillet professional quality late lodge arsenal cooking equipment pre seasoned ready use fry pan high heat tough outstanding ability heat quickly retain hot temperature 12 gauge thickness pre seasoned steel skillet professional choice seal distinctive flavor moist ness nutrient searing chicken breast brown meat braise vegetable prepare blacken seafood non reactive oven- broiler safe carbon steel unsurpassed consistent cooking performance excellent deg lazing high heat tolerance create veal marsala rich beurre blanc flavorful red wine sauce finish entree oven smooth surface fry pan ideal saute e fresh vegetable bake alaskan halibut steak creamy dill sauce ensure nonstick release low sided edge lodge season carbon steel skillet perfectly design cook crepe omelet te add crisp ness hash brown lyonnaise potato ease flip single handedly equally versatile low heat cooking skillet maintain low temperature ideal poa ching egg seafood use fry pan easy release create nonstick finish continually improve use steel plan identify type finish carbon blue black lodge pre seasoned finish black color derive cure soybean oil gourmet chef test functionality carbon steel skillet professional kitchen thickness cooking surface density metal handle angle fry pan natural preference kitchen handle triple rivet long life durability pattern lodge signature teardrop handle cast iron cookware line suitable cooktop include induction durable campfire cooking regular maintenance fry pan lifetime usa.lodge created america original cast iron cookware introduce 1896 uphold high standard excellence cookware lodge develop carbon steel skillet manufacture america exact ing standard dura bly construct daily use professional kitchen home gourmet product feature unsurpassed cooking performance carbon steel brown sear braise deglaze gourmet perfection high heat tough outstanding ability heat quickly retain temperature 12 gauge thickness pre seasoned steel skillet seal flavor moist ness nutrient non reactive oven- broiler safe carbon steel unsurpassed consistent cooking performance seal food surface result carmelization natural juice maillard reaction smooth pan surface ideal saut e vegetable bake seafood sauce low sided edge allow easy flipping crepe omelet te excellent low heat cooking poach egg seafood nonstick performance improve time pan easy food release steel handle triple rivet long life durability test chef superior functionality density ergonomic angle handle establishe pan preferred choice gourmet kitchen regular maintenace pan lifetime family own generation lodge uph old high standard excellence traditional innovative cookware professional chef home gourmet campfire cook alike 8"",10"",12 silver crs10"
5603,17993,girl halloween costume,4,0.471,girl deluxe witch costume girl costume feature witch design include dress witch hat hoop costume construct flame retardant material add safety
5604,17995,playstation 4,3,0.943,ps4 duty advanced warfare experience future warfare private military corporations pmcs wield late weapon technology control fate nation profit inside mind atlas corporation world prominent pmc stunning performance academy award win actor kevin spacey jonathan irons company founder president don cut edge exoskeleton allow strategize execute combat tactic like optimize jumping grappling skill covert cloaking ability enhanced strength awareness endurance speed assert dominance battlefield advanced ability set devastating arsenal pack high tech weapon equipment perk scout location mobilize combat hoverbike highly specialized drone vehicle cut enemy force standard ammunition unleash power new direct energy weapon
5605,18014,samsonite,4,0.471,samsonite silhouette sphere 2 deluxe voyager spinner garment bag advanced spinner technology attractive luggage set take smoothly effortlessly roomy interior day day essential pack prepare time
